x,y,label
2024-01-26 12:55:01,89758.9,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 12:56:01,89758.92,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 12:57:01,89758.95,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 12:58:02,89758.97,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 12:59:02,89758.99,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:00:02,89759.02,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:01:02,89759.04,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:02:02,89759.06,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:03:02,89759.09,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:04:02,89759.11,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:05:02,89759.13,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:06:02,89759.16,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:07:01,89759.18,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:08:01,89759.21,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:09:01,89759.23,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:10:01,89759.25,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:11:01,89759.28,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:12:01,89759.3,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:13:01,89759.32,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:14:01,89759.35,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:15:01,89759.37,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:16:01,89759.4,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
2024-01-26 13:17:02,89759.42,EM #6 - Total values - Total active energy - (s-ec6260977ca4/4-5)
