x,y,label
2024-01-26 13:14:59,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 13:25:00,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 15:58:25,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 16:03:25,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 16:08:26,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 16:23:28,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 16:33:30,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 16:38:30,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 16:48:31,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 17:24:06,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 17:29:06,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 17:54:32,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 18:25:04,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 22:06:09,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 22:31:40,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 22:46:47,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 22:56:49,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 23:01:50,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 23:06:50,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 23:11:51,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 23:16:51,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-26 23:21:51,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-27 01:09:23,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-27 01:19:39,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-27 01:40:10,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
2024-01-27 01:45:11,0.0,EM #7 - L1 (A) values - L1 active power - (s-c8f09e87f82c/1-3)
